,All vehicles,Commercial vehicles,Current account balance (Percent of GDP),Current account balance (U.S. dollars),Employment (Persons),Export volume of goods and services (Percent change),Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP (Current international dollar),"Gross domestic product per capita, current prices (U.S. dollars)","Gross domestic product, constant prices (Percent change)","Gross domestic product, current prices (U.S. dollars)","Gross domestic product, deflator (Index)",Gross national savings (Percent of GDP),Import volume of goods and services (Percent change),"Inflation, average consumer prices (Index)","Inflation, average consumer prices (Percent change)",Investment (Percent of GDP),Output gap in percent of potential GDP (Percent of potential GDP),Passengers Cars,Population (Persons),Trade volume of goods and services (Percent change),Unemployment rate (Percent of total labor force),country,year
860,103016.0,12442.0,2.662,6.712999999999999,2.457,-20.089000000000002,198.86900000000003,47115.792,-8.269,252.137,99.65,23.803,-16.854,108.656,1.635,21.191,-4.837,90574.0,5.351,,8.242,finland,2009
861,126396.0,14428.0,2.394,5.944,2.447,6.178999999999999,207.322,46185.882000000005,2.992,248.262,100.0,23.979,6.5,110.488,1.686,21.6,-2.2640000000000002,111968.0,5.375,,8.383,finland,2010
862,144425.0,18302.0,-0.616,-1.689,2.474,1.986,217.041,50714.96,2.571,273.925,102.584,22.858,6.034,114.16,3.324,23.474,-0.13,126123.0,5.401,,7.775,finland,2011
863,126505.0,15254.0,-1.2209999999999999,-3.1239999999999997,2.483,1.1540000000000001,217.71599999999998,47159.242999999995,-1.4580000000000002,255.918,105.266,20.969,1.273,117.77,3.162,22.421,-1.8840000000000001,111251.0,5.4270000000000005,,7.725,finland,2012
880,4800.0,1900.0,-5.0,-0.324,,6.5729999999999995,13.868,5219.167,1.453,6.489,132.915,17.668,6.532,128.048,4.921,22.668000000000003,,2900.0,1.2429999999999999,,9.567,mauritius,2005
881,5500.0,2000.0,-9.089,-0.612,,1.6909999999999998,14.94,5373.635,4.513999999999999,6.732,141.827,17.614,8.42,139.482,8.93,26.701999999999998,,3500.0,1.253,,9.081,mauritius,2006
882,6000.0,2000.0,-5.43,-0.423,,2.909,16.238,6160.409000000001,5.875,7.792000000000001,153.132,21.494,9.855,151.79399999999998,8.827,26.924,,4000.0,1.265,,8.522,mauritius,2007
883,6000.0,2000.0,-10.073,-0.971,,2.505,17.47,7598.245,5.517,9.641,163.158,17.224,2.1719999999999997,166.56400000000002,9.731,27.296999999999997,,4000.0,1.2690000000000001,,7.222,mauritius,2008
884,5000.0,2000.0,-7.407,-0.654,,-8.205,18.134,6913.686,3.015,8.835,163.024,13.890999999999998,-12.654000000000002,170.755,2.516,21.298000000000002,,3000.0,1.278,,7.327999999999999,mauritius,2009
885,6000.0,2000.0,-10.333,-1.003,,12.458,19.108,7562.4,4.1,9.706,165.71599999999998,13.312999999999999,8.531,175.75599999999997,2.929,23.646,,4000.0,1.2830000000000001,,7.8,mauritius,2010
886,4500.0,1500.0,-13.817,-1.555,,8.132,20.262999999999998,8731.703000000001,3.9,11.252,172.428,12.142000000000001,4.0489999999999995,187.227,6.526,25.959,,3000.0,1.2890000000000001,,7.9,mauritius,2011
887,7500.0,2500.0,-7.287000000000001,-0.8340000000000001,,4.915,21.287,8831.821,3.2,11.442,177.85299999999998,17.477999999999998,1.429,194.43900000000002,3.852,24.766,,5000.0,1.296,,8.0,mauritius,2012
904,23511.0,3871.0,-8.741,-1.226,0.616,19.755,26.119,10319.267,9.471,14.022,75.449,24.703000000000003,16.699,100.0,4.114,33.165,6.151,19640.0,1.359,,8.031,estonia,2005
905,30754.0,5391.0,-14.985,-2.545,0.652,9.388,29.725,12573.195,10.413,16.983,82.035,24.764,20.703000000000003,104.445,4.445,39.355,12.558,25363.0,1.351,,5.912000000000001,estonia,2006
906,37480.0,6568.0,-15.005999999999998,-3.34,0.6579999999999999,12.591,32.927,16573.461,7.901,22.256999999999998,91.344,24.495,12.982000000000001,111.48899999999999,6.744,39.296,17.511,30912.0,1.3430000000000002,,4.592,estonia,2007
907,29000.0,4421.0,-8.713,-2.115,0.6559999999999999,0.892,31.784000000000002,18137.285,-5.327999999999999,24.276,98.089,22.497,-6.16,123.314,10.606,30.73,8.469,24579.0,1.338,,5.455,estonia,2008
908,11489.0,1543.0,2.55,0.502,0.594,-20.352999999999998,27.305,14749.44,-14.738,19.701,98.51,23.128,-30.605999999999998,123.55799999999999,0.198,20.726,-9.411,9946.0,1.3359999999999999,,13.549000000000001,estonia,2009
909,12203.0,1908.0,1.804,0.35200000000000004,0.568,24.319000000000003,28.324,14645.775,2.477,19.527,100.0,23.059,21.019000000000002,126.947,2.742,21.283,-8.844,10295.0,1.3330000000000002,,16.707,estonia,2010
910,20346.0,3276.0,-0.037000000000000005,-0.008,0.603,22.243000000000002,31.301,17165.539,8.276,22.824,103.009,26.151,26.791,133.395,5.08,28.923000000000002,-2.9730000000000003,17070.0,1.33,,12.325,estonia,2011
911,23073.0,3649.0,-2.064,-0.46799999999999997,0.615,8.317,33.344,17109.122,4.65,22.673000000000002,105.83,26.747,12.175999999999998,139.02200000000002,4.218,28.66,-0.27899999999999997,19424.0,1.325,,10.023,estonia,2012
920,25000.0,9000.0,-1.5219999999999998,-0.5489999999999999,,-9.841000000000001,73.053,3996.513,9.222000000000001,36.101,89.75200000000001,24.794,14.946,71.438,4.19,26.315,,16000.0,9.033,,6.41,dominican republic,2005
921,23000.0,7000.0,-3.39,-1.297,,7.575,83.322,4160.276,10.657,38.254,94.663,24.613000000000003,15.074000000000002,76.848,7.5729999999999995,28.003,,16000.0,9.195,,5.4910000000000005,dominican republic,2006
922,25000.0,7000.0,-4.957,-2.1790000000000003,,-1.849,92.794,4697.335999999999,8.48,43.972,100.0,23.456999999999997,4.552,81.57,6.144,28.413,,18000.0,9.361,,5.008,dominican republic,2007
923,28000.0,8000.0,-9.402000000000001,-4.519,,-5.0680000000000005,97.588,5044.587,3.1439999999999997,48.07,110.39,20.697,4.933,90.25200000000001,10.644,30.098000000000003,,20000.0,9.529,,4.638,dominican republic,2008
924,12000.0,4000.0,-4.843999999999999,-2.332,,-4.779,99.25,4962.458,0.9359999999999999,48.136,114.15299999999999,19.105999999999998,-11.270999999999999,91.554,1.442,23.949,,8000.0,9.7,,5.31,dominican republic,2009
925,21000.0,6000.0,-7.446000000000001,-4.006,,12.681,108.803,5448.977,8.302,53.803000000000004,120.601,19.211,12.437000000000001,97.34899999999999,6.33,26.656999999999996,,15000.0,9.874,,5.001,dominican republic,2010
926,21000.0,6000.0,-7.461,-4.359,,7.79,114.29899999999999,5812.645,2.927,58.423,131.626,18.54,-1.043,105.584,8.459,26.000999999999998,,15000.0,10.051,,5.7829999999999995,dominican republic,2011
927,21000.0,6000.0,-6.574,-3.971,,6.042000000000001,119.445,5903.0830000000005,2.658,60.397,136.828,17.291,0.589,109.485,3.695,23.865,,15000.0,10.231,,6.445,dominican republic,2012
928,144426.0,3100.0,-1.2930000000000001,-1.534,,15.138,534.381,777.538,8.958,118.598,96.075,16.410999999999998,26.576,77.108,9.257,16.577,,141326.0,152.53,,7.69,pakistan,2005
929,163156.0,2900.0,-3.635,-4.99,,9.181000000000001,582.849,883.477,5.818,137.266,106.485,15.697000000000001,21.179000000000002,83.28399999999999,8.01,19.332,,160256.0,155.37,,6.2,pakistan,2006
930,162757.0,3300.0,-4.511,-6.877999999999999,,1.351,631.487,963.9010000000001,5.537000000000001,152.46,113.469,14.276,3.478,89.804,7.827999999999999,18.787,,159457.0,158.17,,5.325,pakistan,2007
931,132363.0,4500.0,-8.104,-13.874,,2.199,675.9910000000001,1039.685,4.988,171.195,124.431,11.102,9.904,99.484,10.779000000000002,19.206,,127863.0,164.66,,5.202000000000001,pakistan,2008
932,101637.0,7200.0,-5.456,-9.261000000000001,,-2.52,683.582,1009.306,0.361,169.745,153.843,12.094000000000001,-3.162,117.025,17.632,17.549,,94437.0,168.18,,5.46,pakistan,2009
933,134538.0,4500.0,-2.222,-3.946,,0.397,709.789,1034.308,2.5810000000000004,177.622,168.916,13.583,-1.057,128.849,10.104,15.805,,130038.0,171.73,,5.55,pakistan,2010
934,145184.0,5000.0,0.1,0.214,,7.2139999999999995,750.693,1218.598,3.6239999999999997,213.62599999999998,200.392,14.220999999999998,2.4419999999999997,146.451,13.661,14.120999999999999,,140184.0,175.305,,5.95,pakistan,2011
935,151026.0,15000.0,-2.07,-4.658,,1.4169999999999998,793.49,1257.952,3.8369999999999997,225.06,211.679,13.005999999999998,3.279,162.56799999999998,11.005,15.075999999999999,,136026.0,178.91,,6.454,pakistan,2012
936,248462.0,33495.0,-8.592,-8.575,,7.584,264.157,4618.148,4.154,99.794,100.0,16.143,16.022000000000002,74.064,8.995,23.285999999999998,,214967.0,21.609,,7.1739999999999995,romania,2005
937,282985.0,35574.0,-10.389000000000001,-12.747,,10.44,293.715,5686.893,7.875,122.696,110.568,16.076,22.641,78.945,6.591,26.458000000000002,,247411.0,21.575,,7.27,romania,2006
938,356577.0,44044.0,-13.415,-22.906999999999996,,7.8389999999999995,320.579,7923.155,6.317,170.755,125.53,17.57,27.339000000000002,82.762,4.834,30.975,,312533.0,21.551,,6.412999999999999,romania,2007
939,325867.0,40361.0,-11.552999999999999,-23.776,,8.289,350.889,9564.294,7.349,205.79,144.678,19.788,7.903,89.255,7.846,31.26,,285506.0,21.517,,5.787999999999999,romania,2008
940,133561.0,17545.0,-4.148,-6.841,,-6.445,330.30400000000003,7677.593000000001,-6.5760000000000005,164.94799999999998,150.782,21.215,-20.543000000000003,94.23899999999999,5.584,25.37,,116016.0,21.484,,6.859,romania,2009
941,104090.0,9649.0,-4.422,-7.287000000000001,,13.210999999999999,330.49800000000005,7683.243,-1.149,164.78099999999998,159.4,21.153000000000002,11.075999999999999,100.0,6.1129999999999995,25.568,,94441.0,21.447,,7.277,romania,2010
942,95508.0,13799.0,-4.489,-8.24,,11.582,345.176,8584.001,2.329,183.56099999999998,165.783,22.342,10.525,105.795,5.795,26.845,,81709.0,21.384,,7.4,romania,2011
943,80723.0,14287.0,-4.44,-7.5120000000000005,,-1.472,353.32800000000003,7929.139,0.556,169.17700000000002,173.562,21.551,-0.22699999999999998,109.32799999999999,3.339,25.988000000000003,,66436.0,21.336,,7.037999999999999,romania,2012
952,175923.0,24224.0,-0.93,-1.21,4.763999999999999,11.632,217.468,12753.044,6.752000000000001,130.066,100.0,25.573,5.882000000000001,99.95,1.8430000000000002,26.503,,151699.0,10.199,,7.9270000000000005,czech republic,2005
953,183631.0,26945.0,-2.109,-3.1289999999999996,4.828,13.837,239.886,14512.933,7.02,148.374,100.53299999999999,25.583000000000002,10.754000000000001,102.492,2.543,27.691999999999997,,156686.0,10.224,,7.148,czech republic,2006
954,207038.0,32582.0,-4.394,-7.931,4.922,11.187999999999999,260.394,17600.402,5.735,180.479,103.87100000000001,25.408,12.809000000000001,105.425,2.862,29.803,,174456.0,10.254000000000001,,5.32,czech republic,2007
955,215451.0,32897.0,-2.121,-4.782,5.003,3.9530000000000003,273.72900000000004,21794.217999999997,3.0989999999999998,225.42700000000002,105.861,26.820999999999998,2.679,112.10799999999999,6.3389999999999995,28.941999999999997,,182554.0,10.343,,4.3919999999999995,czech republic,2008
956,186790.0,19082.0,-2.459,-4.849,4.934,-10.886,263.377,18913.416,-4.507,197.187,108.281,21.388,-12.052,113.26700000000001,1.033,23.846999999999998,,167708.0,10.425999999999998,,6.662000000000001,czech republic,2009
957,186648.0,17068.0,-3.83,-7.602,4.885,15.417,273.178,18972.654,2.469,198.49400000000003,106.569,20.959,15.377,114.925,1.464,24.789,,169580.0,10.462,,7.279,czech republic,2010
958,194945.0,21350.0,-2.938,-6.348,4.873,9.547,283.888,20603.293999999998,1.819,216.06099999999998,105.56299999999999,21.570999999999998,6.997000000000001,117.14200000000001,1.929,24.509,,173595.0,10.487,,6.711,czech republic,2011
959,193795.0,19786.0,-1.297,-2.548,4.89,4.462,286.034,18699.467,-1.021,196.446,107.281,22.041999999999998,2.278,121.0,3.2939999999999996,23.339000000000002,,174009.0,10.505,,6.978,czech republic,2012
960,1300.0,300.0,6.11,0.845,,15.251,106.78,287.993,13.569,13.833,51.676,11.460999999999999,0.875,797.107,10.741,13.190999999999999,,1000.0,48.033,,4.0,myanmar,2005
961,1200.0,200.0,6.766,1.1320000000000001,,38.939,124.45299999999999,346.23,13.075999999999999,16.736,62.683,11.905999999999999,37.961,1006.967,26.328000000000003,13.686,,1000.0,48.338,,4.0,myanmar,2006
962,1300.0,300.0,-0.6729999999999999,-0.157,,15.31,143.086,478.713,11.991,23.291,77.50399999999999,12.877,62.873999999999995,1318.473,30.935,14.609000000000002,,1000.0,48.653,,4.0,myanmar,2007
963,2200.0,1000.0,-4.186,-1.446,,-0.341,151.145,705.3480000000001,3.6,34.55,88.05799999999999,14.429,19.17,1470.661,11.543,13.07,,1200.0,48.983000000000004,,4.0,myanmar,2008
964,1620.0,120.0,-1.284,-0.489,,14.05,160.126,771.565,5.144,38.065,92.36,18.326,6.403,1503.6889999999999,2.246,14.728,,1500.0,49.333999999999996,,4.0,myanmar,2009
965,1930.0,130.0,-1.242,-0.617,,9.841000000000001,170.745,998.3839999999999,5.345,49.628,99.935,23.143,14.87,1627.328,8.222000000000001,16.012999999999998,,1800.0,49.708,,4.0,myanmar,2010
966,1930.0,130.0,-1.929,-1.083,,9.582,184.567,1120.941,5.909,56.17,102.699,27.48,23.009,1672.339,2.766,14.907,,1800.0,50.11,,4.0,myanmar,2011
967,2230.0,130.0,-4.2860000000000005,-2.39,,5.048,201.59599999999998,1103.326,7.3,55.75899999999999,105.604,13.694,17.248,1719.6429999999998,2.8289999999999997,18.006,,2100.0,50.537,,4.0,myanmar,2012
976,121437.0,26899.0,3.2510000000000003,2.91,,9.212,547.085,1278.846,4.4719999999999995,89.51899999999999,126.646,21.226,17.477999999999998,124.376,8.826,17.976,,94538.0,70.0,,11.468,egypt,2005
977,170614.0,38241.0,1.632,1.7519999999999998,,8.131,602.487,1505.957,6.843999999999999,107.375,135.967,20.362000000000002,13.677,129.60299999999998,4.202,18.730999999999998,,132373.0,71.3,,10.917,egypt,2006
978,206060.0,26911.0,2.068,2.696,,11.917,662.3589999999999,1788.006,7.087999999999999,130.346,153.094,22.919,8.834,143.806,10.959000000000001,20.851,,179149.0,72.9,,9.205,egypt,2007
979,239833.0,36104.0,0.547,0.888,,15.206,723.682,2183.268,7.156000000000001,162.435,171.77700000000002,22.936999999999998,24.289,160.628,11.698,22.39,,203729.0,74.4,,8.676,egypt,2008
980,205521.0,46595.0,-2.346,-4.4239999999999995,,-5.591,763.2560000000001,2478.417,4.6739999999999995,188.608,190.99099999999999,16.844,-0.593,186.713,16.24,19.19,,158926.0,76.1,,9.367,egypt,2009
981,248917.0,56069.0,-1.974,-4.3180000000000005,,-3.2119999999999997,812.3480000000001,2811.865,5.147,218.763,210.294,17.527,-4.703,208.54,11.69,19.500999999999998,,192848.0,77.8,,9.21,egypt,2010
982,271900.0,61600.0,-2.5839999999999996,-6.087999999999999,,-5.402,843.842,2959.78,1.776,235.59799999999998,234.795,14.519,-2.404,231.667,11.09,17.102999999999998,,210300.0,79.6,,10.379000000000001,egypt,2011
983,286300.0,63600.0,-3.8689999999999998,-10.146,,-10.686,878.018,3221.816,2.215,262.256,263.95099999999996,12.513,3.6660000000000004,251.706,8.65,16.379,,222700.0,81.4,,12.372,egypt,2012
1016,345593.0,37678.0,2.044,6.245,3.23,7.37,292.437,37143.208,2.401,305.513,100.0,24.875999999999998,6.415,100.0,2.108,22.711,-0.41700000000000004,307915.0,8.225,,5.183,austria,2005
1017,347387.0,38793.0,2.78,9.042,3.281,7.732,312.485,39339.414,3.67,325.256,101.884,25.127,5.24,101.69,1.69,22.326,1.4140000000000001,308594.0,8.267999999999999,,4.725,austria,2006
1018,339691.0,41509.0,3.512,13.189,3.344,8.861,332.68800000000005,45245.555,3.7060000000000004,375.58099999999996,103.927,26.643,7.053999999999999,103.93,2.2030000000000003,23.131999999999998,3.471,298182.0,8.301,,4.433,austria,2007
1019,336000.0,42303.0,4.837,20.127,3.389,1.4280000000000002,344.086,49914.995,1.436,416.119,105.71799999999999,27.663,0.002,107.28,3.2230000000000003,22.796999999999997,3.423,293697.0,8.337,,3.8,austria,2008
1020,350429.0,31026.0,2.675,10.290999999999999,3.339,-15.606,333.449,46003.570999999996,-3.822,384.73,107.385,23.743000000000002,-13.613,107.71,0.401,21.031999999999996,-1.8530000000000002,319403.0,8.363,,4.783,austria,2009
1021,362564.0,34001.0,3.475,13.149000000000001,3.36,9.357999999999999,343.494,45111.552,1.7690000000000001,378.384,108.93299999999999,24.467,9.091000000000001,109.53,1.69,21.051,-1.371,328563.0,8.388,,4.417,austria,2010
1022,396655.0,40510.0,1.588,6.61,3.4219999999999997,6.632000000000001,360.522,49444.292,2.8339999999999996,416.365,111.15899999999999,24.651,7.641,113.42,3.552,23.013,0.191,356145.0,8.421,,4.15,austria,2011
1023,374829.0,38819.0,2.4019999999999997,9.479,3.465,1.224,370.19,46620.235,0.871,394.676,113.05799999999999,25.064,-0.316,116.34,2.575,22.677,-0.149,336010.0,8.466000000000001,,4.375,austria,2012
1032,800.0,300.0,1.179,0.03,,5.781000000000001,11.427,990.585,7.254,2.524,100.0,37.679,-3.188,57.995,12.457,36.5,,500.0,2.548,,,mongolia,2005
1033,1300.0,800.0,6.477,0.222,,32.281,12.786,1326.75,8.556000000000001,3.4210000000000003,121.98700000000001,43.076,12.439,60.596000000000004,4.486000000000001,35.885,,500.0,2.5789999999999997,,,mongolia,2006
1034,1700.0,700.0,6.252999999999999,0.265,,17.45,14.472000000000001,1619.527,10.248,4.235,136.172,42.056000000000004,20.609,65.545,8.167,38.705,,1000.0,2.615,,11.3,mongolia,2007
1035,2250.0,750.0,-12.874,-0.722,,9.908,16.069000000000003,2108.305,8.9,5.607,165.37900000000002,31.868000000000002,39.571999999999996,83.116,26.805999999999997,43.566,,1500.0,2.659,,9.2,mongolia,2008
1036,1100.0,600.0,-8.941,-0.41,,-16.933,15.985999999999999,1691.645,-1.2690000000000001,4.584,168.4,25.980999999999998,-20.25,88.325,6.267,34.371,,500.0,2.71,,11.6,mongolia,2009
1037,1100.0,300.0,-15.032,-0.9309999999999999,,42.793,17.211,2249.519,6.365,6.197,202.136,27.096999999999998,38.505,97.303,10.165,40.795,,800.0,2.755,,9.9,mongolia,2010
1038,1090.0,290.0,-31.486,-2.759,,49.06399999999999,20.643,3144.466,17.514,8.761000000000001,226.658,31.104,72.455,104.779,7.683,62.50899999999999,,800.0,2.786,,7.7,mongolia,2011
1039,1240.0,290.0,-32.574,-3.362,,-2.125,23.619,3634.9440000000004,12.401,10.322000000000001,254.85,30.388,4.829,120.491,14.995999999999999,63.94,,950.0,2.84,,8.2,mongolia,2012
1040,150000.0,30000.0,-1.295,-1.8969999999999998,,8.376,358.026,3417.3390000000004,4.707,146.566,100.0,18.926,11.902000000000001,83.053,5.051,20.221,,120000.0,42.888999999999996,,11.808,colombia,2005
1041,205000.0,45000.0,-1.7919999999999998,-2.9130000000000003,,6.4239999999999995,393.74300000000005,3745.7990000000004,6.6979999999999995,162.59,105.775,20.611,19.968,86.619,4.293,22.403000000000002,,160000.0,43.406000000000006,,12.042,colombia,2006
1042,235000.0,35000.0,-2.898,-6.01,,9.609,432.11400000000003,4721.845,6.901,207.416,111.10600000000001,20.129,14.046,91.42200000000001,5.544,23.026999999999997,,200000.0,43.927,,11.2,colombia,2007
1043,210000.0,30000.0,-2.6489999999999996,-6.4639999999999995,,5.3660000000000005,456.217,5488.795,3.5469999999999997,243.982,119.501,20.838,10.475999999999999,97.818,6.997000000000001,23.487,,180000.0,44.451,,11.25,colombia,2008
1044,195000.0,25000.0,-1.99,-4.6530000000000005,,24.570999999999998,467.274,5198.463,1.652,233.822,123.573,20.45,-9.149,101.929,4.203,22.44,,170000.0,44.979,,12.008,colombia,2009
1045,285000.0,35000.0,-3.0180000000000002,-8.663,,-4.1930000000000005,491.76800000000003,6306.706,3.972,287.018,128.339,19.108,10.845,104.245,2.272,22.125999999999998,,250000.0,45.51,,11.8,colombia,2010
1046,295000.0,45000.0,-2.888,-9.715,,13.843,534.994,7304.732,6.59,336.346,137.35,20.921999999999997,21.487,107.805,3.415,23.81,,250000.0,46.045,,10.825,colombia,2011
1047,285000.0,45000.0,-3.134,-11.59,,4.11,566.651,7938.46,4.0489999999999995,369.789,141.106,20.820999999999998,8.947000000000001,111.22200000000001,3.1689999999999996,23.955,,240000.0,46.582,,10.383,colombia,2012
1048,692506.0,514215.0,-4.333,-7.642,,12.464,636.331,2707.508,4.6419999999999995,176.352,183.84799999999998,27.109,12.835999999999999,83.38600000000001,4.542,31.441999999999997,,178291.0,65.134,,1.858,thailand,2005
1049,674953.0,490409.0,1.1179999999999999,2.315,,9.147,689.2869999999999,3172.3,5.093,207.08900000000003,193.487,29.415,3.3280000000000003,87.259,4.645,28.296999999999997,,184544.0,65.28,,1.517,thailand,2006
1050,631181.0,458860.0,6.349,15.682,,7.82,743.323,3756.87,5.044,246.977,200.168,32.783,4.44,89.208,2.234,26.434,,172321.0,65.74,,1.364,thailand,2007
1051,615322.0,388517.0,0.7909999999999999,2.157,,5.092,776.7330000000001,4109.996,2.484,272.578,208.037,29.916,8.863999999999999,94.075,5.455,29.124000000000002,,226805.0,66.321,,1.3719999999999999,thailand,2008
1052,548875.0,318838.0,8.302999999999999,21.896,,-12.499,764.398,3943.07,-2.33,263.711,212.08700000000002,29.544,-21.491,93.275,-0.85,21.241,,230037.0,66.88,,1.5,thailand,2009
1053,800357.0,453713.0,3.1430000000000002,10.024,,14.690999999999999,834.17,4740.3279999999995,7.811,318.908,219.856,29.078000000000003,21.511,96.334,3.28,25.935,,346644.0,67.275,,1.05,thailand,2010
1054,790000.0,400000.0,2.571,8.887,,9.494,852.046,5114.733,0.077,345.67199999999997,229.15099999999998,29.198,13.7,100.00299999999999,3.8089999999999997,26.627,,390000.0,67.584,,0.6579999999999999,thailand,2011
1055,1380000.0,430000.0,-0.402,-1.47,,3.076,923.638,5390.414000000001,6.49,365.966,232.236,29.339000000000002,6.222,103.01799999999999,3.015,29.741,,950000.0,67.892,,0.675,thailand,2012
1056,8500.0,3700.0,-3.002,-0.29,,-0.434,24.273000000000003,1401.9820000000002,6.051,9.672,137.24200000000002,24.622,5.693,158.517,8.809,27.623,,4800.0,6.899,,3.95,honduras,2005
1057,9400.0,3800.0,-3.725,-0.40399999999999997,,0.298,26.662,1540.58,6.567,10.842,144.582,24.616,-1.016,167.358,5.577999999999999,28.342,,5600.0,7.037000000000001,,4.308,honduras,2006
1058,11600.0,4500.0,-9.092,-1.1159999999999999,,2.59,29.065,1710.0510000000002,6.188,12.275,154.162,24.573,11.229000000000001,178.967,6.936,33.665,,7100.0,7.178,,4.17,honduras,2007
1059,14000.0,6000.0,-15.431,-2.128,,0.254,30.889,1883.233,4.232,13.79,166.171,20.635,8.509,199.375,11.402999999999999,36.066,,8000.0,7.322,,4.742,honduras,2008
1060,7300.0,1300.0,-3.847,-0.557,,-17.051,30.366999999999997,1939.2820000000002,-2.432,14.485999999999999,178.89,16.752,-17.548,210.333,5.496,20.6,,6000.0,7.47,,4.493,honduras,2009
1061,8000.0,7000.0,-4.337,-0.682,,20.090999999999998,31.885,2063.9320000000002,3.7310000000000003,15.73,187.255,17.543,3.695,220.217,4.699,21.88,,1000.0,7.621,,4.605,honduras,2010
1062,9000.0,8000.0,-7.979,-1.4080000000000001,,10.175,33.791,2269.512,3.8360000000000003,17.649,201.875,18.021,9.72,235.108,6.7620000000000005,26.0,,1000.0,7.777,,5.03,honduras,2011
1063,9000.0,8000.0,-8.578,-1.587,,9.876,35.727,2331.153,3.863,18.5,210.04,17.284000000000002,6.997000000000001,247.377,5.218,25.858,,1000.0,7.936,,4.4,honduras,2012
1064,117426.0,39601.0,-7.159,-8.04,2.085,-0.653,113.98899999999999,27115.547000000002,3.245,112.309,120.13799999999999,17.088,6.206,113.00399999999999,3.0380000000000003,24.526999999999997,0.5710000000000001,77825.0,4.1419999999999995,,3.825,new zealand,2005
1065,112211.0,35407.0,-7.233,-7.854,2.135,2.372,120.78,25902.689,2.799,108.589,122.54,15.929,-2.3280000000000003,116.803,3.362,23.026999999999997,0.8859999999999999,76804.0,4.192,,3.825,new zealand,2006
1066,115041.0,37587.0,-6.91,-9.184,2.175,4.739,128.23,31376.186,3.4160000000000004,132.906,127.96,16.512999999999998,9.091000000000001,119.579,2.377,23.881,2.531,77454.0,4.236000000000001,,3.675,new zealand,2007
1067,106190.0,32793.0,-7.7989999999999995,-10.353,2.197,-1.14,129.637,31042.583,-0.848,132.737,132.77700000000002,15.345,3.272,124.31299999999999,3.9589999999999996,22.744,0.499,73397.0,4.276,,4.125,new zealand,2008
1068,73202.0,18798.0,-2.271,-2.713,2.165,1.8969999999999998,128.8,27621.852000000003,-1.395,119.465,136.563,16.683,-14.462,126.943,2.116,18.982,-1.8419999999999999,54404.0,4.325,,6.125,new zealand,2009
1069,83250.0,21221.0,-2.256,-3.21,2.181,3.7680000000000002,133.07399999999998,32517.241,2.0709999999999997,142.292,140.102,16.954,10.869000000000002,129.866,2.302,19.242,-0.996,62029.0,4.376,,6.525,new zealand,2010
1070,84143.0,20672.0,-2.889,-4.699,2.2159999999999997,2.2,138.37,36876.979,1.8769999999999998,162.66899999999998,143.329,16.033,7.03,135.096,4.0280000000000005,18.952,-0.7909999999999999,63471.0,4.4110000000000005,,6.525,new zealand,2011
1071,100795.0,23924.0,-4.115,-7.011,2.226,2.512,144.381,38375.777,2.504,170.36900000000003,142.941,16.101,2.713,136.528,1.06,20.244,-0.466,76871.0,4.44,,6.9,new zealand,2012
1096,14000.0,4000.0,22.480999999999998,3.593,,23.498,29.71,12323.218,6.209,15.982000000000001,132.851,52.657,0.052000000000000005,126.515,6.886,30.176,,10000.0,1.297,,8.0,trinidad,2005
1097,14000.0,4000.0,39.583,7.271,,25.500999999999998,34.668,14092.389,13.208,18.369,135.148,55.232,-3.185,137.037,8.317,15.65,,10000.0,1.3030000000000002,,6.2,trinidad,2006
1098,8000.0,3000.0,23.872,5.167000000000001,,-13.181,37.282,16520.251,4.754,21.642,152.382,36.772,7.696000000000001,147.84799999999998,7.888999999999999,12.899000000000001,,5000.0,1.31,,5.6,trinidad,2007
1099,14000.0,4000.0,30.495,8.499,,19.351,39.303000000000004,21170.672000000002,3.39,27.87,188.64,41.573,3.748,165.662,12.048,11.078,,10000.0,1.3159999999999998,,4.6,trinidad,2008
1100,14000.0,4000.0,8.52,1.6340000000000001,,-37.588,37.861999999999995,14498.987,-4.391,19.175,136.514,23.985,-7.318,178.218,7.58,15.465,,10000.0,1.3230000000000002,,5.3,trinidad,2009
1101,14000.0,4000.0,20.262999999999998,4.173,,5.184,38.406,15505.497,0.21100000000000002,20.593000000000004,147.468,34.249,-19.19,197.016,10.547,13.987,,10000.0,1.328,,5.9,trinidad,2010
1102,14000.0,4000.0,12.354000000000001,2.898,,13.095999999999998,38.187,17599.605,-2.5810000000000004,23.462,173.378,26.34,22.645,207.071,5.104,13.987,,10000.0,1.3330000000000002,,5.0,trinidad,2011
1103,14500.0,6500.0,5.011,1.3230000000000002,,-11.424000000000001,39.356,19742.206000000002,1.245,26.404,193.333,18.997,-3.9330000000000003,226.25400000000002,9.264,13.987,,8000.0,1.337,,4.8,trinidad,2012
1104,715212.0,276615.0,-4.4430000000000005,-21.449,,12.880999999999998,919.946,7040.477,8.402000000000001,482.73699999999997,717.054,15.546,12.38,117.48200000000001,8.179,19.99,,438597.0,68.566,,9.488,turkey,2005
1105,617838.0,244619.0,-6.015,-31.836,,7.156000000000001,1013.579,7627.026999999999,6.893,529.278,783.961,16.04,7.608,128.757,9.597000000000001,22.055,,373219.0,69.395,,9.033999999999999,turkey,2006
